"Kod";"Nazwa";"zameldowania ogółem;ogółem;2023;[osoba]";"zameldowania z miast;ogółem;2023;[osoba]";"zameldowania ze wsi;ogółem;2023;[osoba]";"wymeldowania ogółem;ogółem;2023;[osoba]";"wymeldowania do miast;ogółem;2023;[osoba]";"wymeldowania na wieś;ogółem;2023;[osoba]";"saldo migracji;ogółem;2023;[osoba]";"saldo migracji na 1000 ludności;ogółem;2023;[osoba]";
3005023;"Grodzisk Wielkopolski (3)";218;111;97;237;77;157;-19;-0,9;
3005024;"Grodzisk Wielkopolski - miasto (4)";132;46;79;143;29;114;-11;-0,7;
3005025;"Grodzisk Wielkopolski - obszar wiejski (5)";86;65;18;94;48;43;-8;-1,5;
3005032;"Kamieniec (2)";68;29;38;83;24;59;-15;-2,4;
3005043;"Rakoniewice (3)";157;80;76;128;46;81;29;2,2;
3005044;"Rakoniewice - miasto (4)";32;10;22;53;11;42;-21;-5,8;
3005045;"Rakoniewice - obszar wiejski (5)";125;70;54;75;35;39;50;5,2;
3005053;"Wielichowo (3)";42;11;31;65;17;48;-23;-3,4;
3005054;"Wielichowo - miasto (4)";13;1;12;25;4;21;-12;-7,2;
3005055;"Wielichowo - obszar wiejski (5)";29;10;19;40;13;27;-11;-2,2;
3006000;"Powiat jarociński";704;270;420;801;358;434;-97;-1,4;
3006023;"Jarocin (3)";520;223;286;490;205;278;30;0,7;
3006024;"Jarocin - miasto (4)";268;68;195;313;101;208;-45;-1,7;
3006025;"Jarocin - obszar wiejski (5)";252;155;91;177;104;70;75;3,9;
3006032;"Kotlin (2)";58;21;36;88;43;44;-30;-4,3;
3006043;"Żerków (3)";74;17;55;126;53;72;-52;-5,3;
3006044;"Żerków - miasto (4)";25;5;20;27;11;15;-2;-1,0;
3006045;"Żerków - obszar wiejski (5)";49;12;35;99;42;57;-50;-6,5;
3007000;"Powiat kaliski";702;391;299;852;489;356;-150;-1,8;
3007012;"Blizanów (2)";82;40;42;109;63;41;-27;-2,7;
3007022;"Brzeziny (2)";46;19;27;62;23;39;-16;-2,8;
3007032;"Ceków-Kolonia (2)";40;22;17;42;29;13;-2;-0,4;
3007042;"Godziesze Wielkie (2)";129;96;29;80;56;24;49;4,8;
3007062;"Lisków (2)";37;13;24;31;18;13;6;1,2;
3007072;"Mycielin (2)";34;19;14;53;22;31;-19;-4,1;
3007093;"Stawiszyn (3)";34;10;23;98;50;48;-64;-9,6;
3007094;"Stawiszyn - miasto (4)";10;1;9;16;10;6;-6;-4,4;
3007095;"Stawiszyn - obszar wiejski (5)";24;9;14;82;40;42;-58;-10,9;
3007102;"Szczytniki (2)";48;21;27;72;44;26;-24;-3,2;
3007112;"Żelazków (2)";95;68;25;114;81;33;-19;-2,0;
3008000;"Powiat kępiński";537;218;303;648;238;381;-111;-2,0;
3008012;"Baranów (2)";77;28;48;95;38;56;-18;-2,2;
3008022;"Bralin (2)";89;42;47;47;34;13;42;6,9;
3008033;"Kępno (3)";228;81;135;339;96;219;-111;-4,6;
3008034;"Kępno - miasto (4)";109;15;85;238;52;162;-129;-9,5;
3008035;"Kępno - obszar wiejski (5)";119;66;50;101;44;57;18;1,7;
3008042;"Łęka Opatowska (2)";36;10;26;42;22;20;-6;-1,2;
3008052;"Perzów (2)";35;14;21;42;22;20;-7;-1,9;
3008062;"Rychtal (2)";31;20;10;51;18;31;-20;-5,5;
3008072;"Trzcinica (2)";41;23;16;32;8;22;9;1,8;
3009000;"Powiat kolski";699;305;377;926;398;515;-227;-2,8;
3009011;"Koło (1)";113;38;72;281;83;190;-168;-8,6;
3009022;"Babiak (2)";62;20;41;76;27;48;-14;-1,9;
3009032;"Chodów (2)";38;8;29;49;33;16;-11;-3,9;
3009043;"Dąbie (3)";44;15;27;67;34;33;-23;-4,0;
3009044;"Dąbie - miasto (4)";21;7;13;24;14;10;-3;-1,7;
3009045;"Dąbie - obszar wiejski (5)";23;8;14;43;20;23;-20;-4,9;
3009052;"Grzegorzew (2)";35;23;12;60;24;36;-25;-4,6;
3009063;"Kłodawa (3)";90;36;51;135;73;61;-45;-3,8;
3009064;"Kłodawa - miasto (4)";36;12;24;68;35;32;-32;-5,4;
3009065;"Kłodawa - obszar wiejski (5)";54;24;27;67;38;29;-13;-2,2;
3009072;"Koło (2)";98;56;40;65;26;39;33;4,1;
3009082;"Kościelec (2)";91;44;45;73;42;31;18;2,7;
3009092;"Olszówka (2)";21;8;13;30;13;16;-9;-2,2;
3009102;"Osiek Mały (2)";71;40;31;39;9;29;32;5,1;
3009113;"Przedecz (3)";36;17;16;51;34;16;-15;-3,8;
3009114;"Przedecz - miasto (4)";23;12;8;20;15;5;3;2,0;
3009115;"Przedecz - obszar wiejski (5)";13;5;8;31;19;11;-18;-7,5;
3010000;"Powiat koniński";1461;832;600;1374;642;716;87;0,7;
3010013;"Golina (3)";220;138;76;146;76;70;74;6,0;
3010014;"Golina - miasto (4)";32;6;24;54;16;38;-22;-5,1;
3010015;"Golina - obszar wiejski (5)";188;132;52;92;60;32;96;12,1;
3010022;"Grodziec (2)";25;14;11;64;24;39;-39;-7,8;
3010032;"Kazimierz Biskupi (2)";184;140;44;135;83;52;49;4,3;
3010043;"Kleczew (3)";86;42;43;120;36;84;-34;-3,5;
3010044;"Kleczew - miasto (4)";33;12;21;60;21;39;-27;-6,9;
3010045;"Kleczew - obszar wiejski (5)";53;30;22;60;15;45;-7;-1,2;
3010052;"Kramsk (2)";156;87;64;95;72;23;61;5,2;
3010062;"Krzymów (2)";83;56;25;53;24;27;30;3,6;
3010073;"Rychwał (3)";68;21;44;79;34;44;-11;-1,4;
3010074;"Rychwał - miasto (4)";29;11;17;17;5;12;12;5,1;
3010075;"Rychwał - obszar wiejski (5)";39;10;27;62;29;32;-23;-4,1;
3010082;"Rzgów (2)";64;35;29;59;14;43;5;0,7;
3010092;"Skulsk (2)";51;16;35;48;22;26;3;0,5;
3010103;"Sompolno (3)";78;25;50;132;46;79;-54;-5,4;
3010104;"Sompolno - miasto (4)";27;6;20;45;12;32;-18;-5,4;
3010105;"Sompolno - obszar wiejski (5)";51;19;30;87;34;47;-36;-5,3;
3010112;"Stare Miasto (2)";220;139;75;118;70;45;102;7,9;
3010123;"Ślesin (3)";163;98;64;159;79;80;4;0,3;
3010124;"Ślesin - miasto (4)";35;14;21;38;9;29;-3;-1,0;
3010125;"Ślesin - obszar wiejski (5)";128;84;43;121;70;51;7;0,6;
3010132;"Wierzbinek (2)";32;11;20;91;41;50;-59;-8,5;
3010142;"Wilczyn (2)";31;10;20;75;21;54;-44;-7,6;
3011000;"Powiat kościański";726;349;368;769;350;413;-43;-0,6;
3011011;"Kościan (1)";160;50;109;227;75;152;-67;-2,9;
3011023;"Czempiń (3)";162;91;70;121;54;67;41;3,6;
3011024;"Czempiń - miasto (4)";54;24;29;66;23;43;-12;-2,3;
3011025;"Czempiń - obszar wiejski (5)";108;67;41;55;31;24;53;8,4;
3011032;"Kościan (2)";191;124;66;148;96;51;43;2,7;
3011043;"Krzywiń (3)";71;24;45;94;46;48;-23;-2,4;
3011044;"Krzywiń - miasto (4)";16;4;11;13;10;3;3;1,8;
3011045;"Krzywiń - obszar wiejski (5)";55;20;34;81;36;45;-26;-3,3;
3011053;"Śmigiel (3)";142;60;78;179;79;95;-37;-2,2;
3011054;"Śmigiel - miasto (4)";54;17;37;55;10;42;-1;-0,2;
3011055;"Śmigiel - obszar wiejski (5)";88;43;41;124;69;53;-36;-3,1;
3012000;"Powiat krotoszyński";567;226;326;741;361;377;-174;-2,3;
3012011;"Sulmierzyce (1)";20;5;15;24;10;14;-4;-1,5;
3012023;"Kobylin (3)";74;14;59;83;49;34;-9;-1,2;
3012024;"Kobylin - miasto (4)";41;4;36;28;10;18;13;4,1;
3012025;"Kobylin - obszar wiejski (5)";33;10;23;55;39;16;-22;-4,9;
3012033;"Koźmin Wielkopolski (3)";68;24;43;119;61;58;-51;-4,0;
3012034;"Koźmin Wielkopolski - miasto (4)";18;5;13;38;22;16;-20;-3,3;
3012035;"Koźmin Wielkopolski - obszar wiejski (5)";50;19;30;81;39;42;-31;-4,8;
3012043;"Krotoszyn (3)";294;113;169;366;170;193;-72;-1,8;
3012044;"Krotoszyn - miasto (4)";190;50;133;251;97;151;-61;-2,2;
3012045;"Krotoszyn - obszar wiejski (5)";104;63;36;115;73;42;-11;-1,0;
3012052;"Rozdrażew (2)";9;5;3;61;22;39;-52;-10,5;
3012063;"Zduny (3)";102;65;37;88;49;39;14;1,8;
3012064;"Zduny - miasto (4)";30;15;15;56;28;28;-26;-6,0;
3012065;"Zduny - obszar wiejski (5)";72;50;22;32;21;11;40;12,2;
3013000;"Powiat leszczyński";1081;667;392;645;310;316;436;7,3;
3013012;"Krzemieniewo (2)";76;39;36;123;45;62;-47;-6,0;
3013022;"Lipno (2)";262;190;69;101;58;41;161;16,4;
3013033;"Osieczna (3)";137;70;64;93;48;45;44;4,7;
3013034;"Osieczna - miasto (4)";41;14;25;35;22;13;6;2,5;
3013035;"Osieczna - obszar wiejski (5)";96;56;39;58;26;32;38;5,5;
3013043;"Rydzyna (3)";273;193;79;116;64;52;157;14,9;
3013044;"Rydzyna - miasto (4)";46;31;15;45;16;29;1;0,3;
3013045;"Rydzyna - obszar wiejski (5)";227;162;64;71;48;23;156;20,5;
3013052;"Święciechowa (2)";173;108;56;110;55;55;63;7,2;
3013062;"Wijewo (2)";24;12;12;30;11;19;-6;-1,6;
3013072;"Włoszakowice (2)";136;55;76;72;29;42;64;6,5;
3014000;"Powiat międzychodzki";325;189;129;401;126;255;-76;-2,1;
3014012;"Chrzypsko Wielkie (2)";27;17;10;27;10;16;0;0,0;
3014022;"Kwilcz (2)";41;20;20;53;17;29;-12;-2,0;
3014033;"Międzychód (3)";188;115;69;219;71;140;-31;-1,7;
3014034;"Międzychód - miasto (4)";51;15;35;143;39;98;-92;-9,2;
3014035;"Międzychód - obszar wiejski (5)";137;100;34;76;32;42;61;7,8;
3014043;"Sieraków (3)";69;37;30;102;28;70;-33;-3,9;
3014044;"Sieraków - miasto (4)";33;16;16;68;14;50;-35;-6,0;
3014045;"Sieraków - obszar wiejski (5)";36;21;14;34;14;20;2;0,7;
3015000;"Powiat nowotomyski";903;504;378;873;311;543;30;0,4;
3015012;"Kuślin (2)";27;12;15;68;23;45;-41;-8,0;
3015023;"Lwówek (3)";64;28;36;104;38;66;-40;-4,6;
3015024;"Lwówek - miasto (4)";20;6;14;36;12;24;-16;-5,5;
3015025;"Lwówek - obszar wiejski (5)";44;22;22;68;26;42;-24;-4,1;
3015032;"Miedzichowo (2)";43;26;16;40;18;18;3;0,8;
3015043;"Nowy Tomyśl (3)";440;265;163;340;99;237;100;3,6;
3015044;"Nowy Tomyśl - miasto (4)";108;36;67;259;51;206;-151;-11,0;
3015045;"Nowy Tomyśl - obszar wiejski (5)";332;229;96;81;48;31;251;17,9;
3015053;"Opalenica (3)";160;78;79;157;63;87;3;0,2;
3015054;"Opalenica - miasto (4)";79;28;48;93;30;58;-14;-1,5;
3015055;"Opalenica - obszar wiejski (5)";81;50;31;64;33;29;17;2,5;
3015063;"Zbąszyń (3)";169;95;69;164;70;90;5;0,4;
3015064;"Zbąszyń - miasto (4)";46;11;35;100;28;72;-54;-7,6;
3015065;"Zbąszyń - obszar wiejski (5)";123;84;34;64;42;18;59;8,9;
3016000;"Powiat obornicki";651;376;270;654;235;399;-3;-0,1;
3016013;"Oborniki (3)";408;230;177;395;151;239;13;0,4;
3016014;"Oborniki - miasto (4)";131;42;89;222;54;165;-91;-5,3;
3016015;"Oborniki - obszar wiejski (5)";277;188;88;173;97;74;104;6,2;
3016023;"Rogoźno (3)";206;127;75;201;65;121;5;0,3;
3016024;"Rogoźno - miasto (4)";76;31;42;125;27;87;-49;-4,5;
3016025;"Rogoźno - obszar wiejski (5)";130;96;33;76;38;34;54;7,6;
3016032;"Ryczywół (2)";37;19;18;58;19;39;-21;-3,1;
3017000;"Powiat ostrowski";1495;817;637;1568;648;895;-73;-0,5;
3017011;"Ostrów Wielkopolski (1)";464;168;275;719;212;492;-255;-3,7;
3017023;"Nowe Skalmierzyce (3)";168;117;51;159;85;72;9;0,6;
3017024;"Nowe Skalmierzyce - miasto (4)";13;6;7;72;37;35;-59;-12,7;
3017025;"Nowe Skalmierzyce - obszar wiejski (5)";155;111;44;87;48;37;68;6,0;
3017033;"Odolanów (3)";126;74;48;114;52;62;12;0,8;
3017034;"Odolanów - miasto (4)";44;22;22;50;18;32;-6;-1,2;
3017035;"Odolanów - obszar wiejski (5)";82;52;26;64;34;30;18;1,9;
3017042;"Ostrów Wielkopolski (2)";328;233;84;186;101;77;142;7,3;
3017052;"Przygodzice (2)";174;99;72;129;78;51;45;3,6;
3017063;"Raszków (3)";120;71;49;117;55;62;3;0,3;
3017064;"Raszków - miasto (4)";23;6;17;27;12;15;-4;-1,9;
3017065;"Raszków - obszar wiejski (5)";97;65;32;90;43;47;7;0,7;
3017072;"Sieroszewice (2)";64;37;26;98;40;58;-34;-3,7;
3017082;"Sośnie (2)";51;18;32;46;25;21;5;0,8;
3018000;"Powiat ostrzeszowski";596;269;318;595;200;373;1;0,0;
3018012;"Czajków (2)";23;6;17;32;9;23;-9;-3,7;
3018022;"Doruchów (2)";27;9;18;39;14;19;-12;-2,4;
3018033;"Grabów nad Prosną (3)";122;46;76;81;32;49;41;5,3;
3018034;"Grabów nad Prosną - miasto (4)";23;8;15;19;9;10;4;2,1;
3018035;"Grabów nad Prosną - obszar wiejski (5)";99;38;61;62;23;39;37;6,4;
3018042;"Kobyla Góra (2)";94;54;36;67;31;31;27;4,3;
3018052;"Kraszewice (2)";29;11;18;45;16;26;-16;-4,6;
3018063;"Mikstat (3)";71;31;40;50;18;32;21;3,6;
3018064;"Mikstat - miasto (4)";11;2;9;16;4;12;-5;-2,9;
3018065;"Mikstat - obszar wiejski (5)";60;29;31;34;14;20;26;6,3;
3018073;"Ostrzeszów (3)";230;112;113;281;80;193;-51;-2,1;
3018074;"Ostrzeszów - miasto (4)";75;18;54;220;49;164;-145;-10,6;
3018075;"Ostrzeszów - obszar wiejski (5)";155;94;59;61;31;29;94;9,3;
3019000;"Powiat pilski";1350;772;533;1621;838;763;-271;-2,1;
3019011;"Piła (1)";548;265;253;783;307;464;-235;-3,3;
3019022;"Białośliwie (2)";29;21;8;56;39;17;-27;-6,0;
3019043;"Łobżenica (3)";76;36;40;98;47;51;-22;-2,4;
3019044;"Łobżenica - miasto (4)";19;5;14;46;21;25;-27;-9,6;
3019045;"Łobżenica - obszar wiejski (5)";57;31;26;52;26;26;5;0,8;
3019062;"Szydłowo (2)";298;245;48;136;105;31;162;16,8;
3019073;"Ujście (3)";92;65;23;104;60;43;-12;-1,6;
3019074;"Ujście - miasto (4)";19;5;13;65;36;29;-46;-13,6;
3019075;"Ujście - obszar wiejski (5)";73;60;10;39;24;14;34;8,1;
3019083;"Wyrzysk (3)";106;37;67;198;117;81;-92;-7,0;
3019084;"Wyrzysk - miasto (4)";55;14;40;62;26;36;-7;-1,4;
3019085;"Wyrzysk - obszar wiejski (5)";51;23;27;136;91;45;-85;-10,6;
3019093;"Wysoka (3)";62;21;37;116;78;34;-54;-8,9;
3019094;"Wysoka - miasto (4)";27;5;21;45;25;19;-18;-7,2;
3019095;"Wysoka - obszar wiejski (5)";35;16;16;71;53;15;-36;-10,1;
3020000;"Powiat pleszewski";692;314;369;720;368;350;-28;-0,5;
3020022;"Czermin (2)";39;14;25;45;16;29;-6;-1,2;
3020042;"Gizałki (2)";29;9;19;49;13;36;-20;-4,5;
3020052;"Gołuchów (2)";93;57;34;111;61;49;-18;-1,6;
3020063;"Pleszew (3)";405;177;223;355;189;165;50;1,7;
3020064;"Pleszew - miasto (4)";247;75;168;176;62;113;71;4,3;
3020065;"Pleszew - obszar wiejski (5)";158;102;55;179;127;52;-21;-1,7;
3021000;"Powiat poznański";10422;7586;2605;5072;2117;2903;5350;12,0;
3021011;"Luboń (1)";414;299;101;414;192;222;0;0,0;
3021021;"Puszczykowo (1)";124;106;16;138;67;65;-14;-1,5;
3021033;"Buk (3)";191;129;61;115;31;84;76;5,9;
3021034;"Buk - miasto (4)";29;14;15;76;13;63;-47;-8,5;
3021035;"Buk - obszar wiejski (5)";162;115;46;39;18;21;123;16,8;
3021042;"Czerwonak (2)";457;365;84;270;146;123;187;6,7;
3021052;"Dopiewo (2)";1089;807;260;338;159;174;751;21,3;
3021062;"Kleszczewo (2)";377;260;115;123;42;81;254;22,2;
3021072;"Komorniki (2)";760;582;157;474;195;274;286;7,8;
3021083;"Kostrzyn (3)";560;353;201;219;88;131;341;16,9;
3021084;"Kostrzyn - miasto (4)";131;72;55;107;26;81;24;2,4;
3021085;"Kostrzyn - obszar wiejski (5)";429;281;146;112;62;50;317;30,9;
3021093;"Kórnik (3)";1176;855;289;378;197;180;798;22,1;
3021094;"Kórnik - miasto (4)";97;50;42;119;42;77;-22;-2,7;
3021095;"Kórnik - obszar wiejski (5)";1079;805;247;259;155;103;820;29,3;
3021103;"Mosina (3)";705;503;168;384;176;206;321;9,1;
3021104;"Mosina - miasto (4)";237;150;73;169;56;113;68;4,7;
3021105;"Mosina - obszar wiejski (5)";468;353;95;215;120;93;253;12,1;
3021113;"Murowana Goślina (3)";316;205;109;265;90;170;51;3,0;
3021114;"Murowana Goślina - miasto (4)";172;102;69;159;48;107;13;1,3;
3021115;"Murowana Goślina - obszar wiejski (5)";144;103;40;106;42;63;38;5,6;
3021123;"Pobiedziska (3)";403;266;127;215;110;105;188;8,8;
3021124;"Pobiedziska - miasto (4)";141;75;58;98;38;60;43;4,4;
3021125;"Pobiedziska - obszar wiejski (5)";262;191;69;117;72;45;145;12,7;
3021132;"Rokietnica (2)";812;577;217;233;111;121;579;24,4;
3021143;"Stęszew (3)";223;152;67;144;32;112;79;5,1;
3021144;"Stęszew - miasto (4)";37;22;15;73;15;58;-36;-6,1;
3021145;"Stęszew - obszar wiejski (5)";186;130;52;71;17;54;115;12,0;
3021152;"Suchy Las (2)";466;356;98;215;122;90;251;12,3;
3021163;"Swarzędz (3)";1240;986;234;866;247;610;374;6,6;
3021164;"Swarzędz - miasto (4)";313;229;72;565;140;422;-252;-8,9;
3021165;"Swarzędz - obszar wiejski (5)";927;757;162;301;107;188;626;22,4;
3021172;"Tarnowo Podgórne (2)";1109;785;301;281;112;155;828;25,0;
3022000;"Powiat rawicki";716;434;265;796;306;480;-80;-1,4;
3022013;"Bojanowo (3)";94;54;34;116;59;52;-22;-2,7;
3022014;"Bojanowo - miasto (4)";34;14;17;37;13;20;-3;-1,1;
3022015;"Bojanowo - obszar wiejski (5)";60;40;17;79;46;32;-19;-3,5;
3022023;"Jutrosin (3)";44;5;38;96;56;40;-52;-7,5;
3022024;"Jutrosin - miasto (4)";18;2;16;42;28;14;-24;-12,8;
3022025;"Jutrosin - obszar wiejski (5)";26;3;22;54;28;26;-28;-5,6;
3022033;"Miejska Górka (3)";96;46;50;104;49;54;-8;-0,9;
3022034;"Miejska Górka - miasto (4)";17;4;13;55;20;35;-38;-12,3;
3022035;"Miejska Górka - obszar wiejski (5)";79;42;37;49;29;19;30;5,2;
3022042;"Pakosław (2)";24;10;13;37;14;23;-13;-2,7;
3022053;"Rawicz (3)";458;319;130;443;128;311;15;0,5;
3022054;"Rawicz - miasto (4)";175;84;87;357;72;281;-182;-9,2;
3022055;"Rawicz - obszar wiejski (5)";283;235;43;86;56;30;197;19,4;
3023000;"Powiat słupecki";498;224;266;565;234;321;-67;-1,2;
3023011;"Słupca (1)";75;15;59;173;54;117;-98;-7,5;
3023022;"Lądek (2)";50;23;27;53;27;25;-3;-0,6;
3023032;"Orchowo (2)";29;6;23;39;20;19;-10;-2,8;
3023042;"Ostrowite (2)";46;22;21;42;22;19;4;0,8;
3023052;"Powidz (2)";31;19;10;21;11;10;10;4,5;
3023062;"Słupca (2)";137;81;54;88;42;46;49;5,0;
3023072;"Strzałkowo (2)";73;30;43;69;39;30;4;0,4;
3023083;"Zagórów (3)";57;28;29;80;19;55;-23;-2,7;
3023084;"Zagórów - miasto (4)";13;4;9;37;6;27;-24;-8,7;
3023085;"Zagórów - obszar wiejski (5)";44;24;20;43;13;28;1;0,2;
3024000;"Powiat szamotulski";1200;671;518;1023;364;651;177;1,9;
3024011;"Obrzycko (1)";16;5;11;22;7;15;-6;-2,5;
3024022;"Duszniki (2)";202;113;88;59;21;38;143;14,9;
3024032;"Kaźmierz (2)";217;121;90;102;33;68;115;12,3;
3024042;"Obrzycko (2)";59;36;22;42;21;21;17;3,8;
3024053;"Ostroróg (3)";52;25;27;73;33;39;-21;-4,4;
3024054;"Ostroróg - miasto (4)";16;6;10;34;13;21;-18;-9,8;
3024055;"Ostroróg - obszar wiejski (5)";36;19;17;39;20;18;-3;-1,0;
3024063;"Pniewy (3)";104;57;45;138;48;89;-34;-2,7;
3024064;"Pniewy - miasto (4)";54;23;29;92;28;63;-38;-4,7;
3024065;"Pniewy - obszar wiejski (5)";50;34;16;46;20;26;4;0,9;
3024073;"Szamotuły (3)";364;201;162;358;122;232;6;0,2;
3024074;"Szamotuły - miasto (4)";133;53;80;239;65;170;-106;-5,8;
3024075;"Szamotuły - obszar wiejski (5)";231;148;82;119;57;62;112;9,6;
3024083;"Wronki (3)";186;113;73;229;79;149;-43;-2,3;
3024084;"Wronki - miasto (4)";58;26;32;135;32;103;-77;-7,3;
3024085;"Wronki - obszar wiejski (5)";128;87;41;94;47;46;34;4,1;
3025000;"Powiat średzki";750;386;329;571;220;344;179;3,0;
3025012;"Dominowo (2)";95;42;51;28;15;13;67;19,6;
3025022;"Krzykosy (2)";98;75;22;63;22;39;35;4,8;
3025032;"Nowe Miasto nad Wartą (2)";81;24;53;88;47;41;-7;-0,8;
3025043;"Środa Wielkopolska (3)";407;192;189;324;104;216;83;2,5;
3025044;"Środa Wielkopolska - miasto (4)";237;78;136;218;39;177;19;0,8;
3025045;"Środa Wielkopolska - obszar wiejski (5)";170;114;53;106;65;39;64;6,9;
3025052;"Zaniemyśl (2)";69;53;14;68;32;35;1;0,1;
3026000;"Powiat śremski";981;639;329;963;289;667;18;0,3;
3026012;"Brodnica (2)";69;42;27;59;31;28;10;2,1;
3026023;"Dolsk (3)";107;55;46;74;25;48;33;5,7;
3026024;"Dolsk - miasto (4)";20;9;11;25;8;16;-5;-3,2;
3026025;"Dolsk - obszar wiejski (5)";87;46;35;49;17;32;38;9,0;
3026033;"Książ Wielkopolski (3)";96;45;50;117;51;64;-21;-2,6;
3026034;"Książ Wielkopolski - miasto (4)";28;1;27;42;9;31;-14;-5,5;
3026035;"Książ Wielkopolski - obszar wiejski (5)";68;44;23;75;42;33;-7;-1,3;
3026043;"Śrem (3)";709;497;206;713;182;527;-4;-0,1;
3026044;"Śrem - miasto (4)";201;64;134;544;84;456;-343;-12,2;
3026045;"Śrem - obszar wiejski (5)";508;433;72;169;98;71;339;23,5;
3027000;"Powiat turecki";699;316;374;846;339;501;-147;-1,8;
3027011;"Turek (1)";148;32;112;318;111;207;-170;-6,9;
3027022;"Brudzew (2)";27;10;16;45;22;23;-18;-3,0;
3027033;"Dobra (3)";62;36;25;47;24;23;15;2,6;
3027034;"Dobra - miasto (4)";14;4;10;17;6;11;-3;-2,2;
3027035;"Dobra - obszar wiejski (5)";48;32;15;30;18;12;18;4,0;
3027042;"Kawęczyn (2)";36;7;29;44;19;25;-8;-1,6;
3027052;"Malanów (2)";45;17;28;69;30;39;-24;-3,7;
3027062;"Przykona (2)";64;29;34;41;14;27;23;5,0;
3027073;"Tuliszków (3)";64;24;38;129;41;88;-65;-6,4;
3027074;"Tuliszków - miasto (4)";15;4;9;47;12;35;-32;-10,5;
3027075;"Tuliszków - obszar wiejski (5)";49;20;29;82;29;53;-33;-4,6;
3027082;"Turek (2)";199;135;64;105;53;46;94;8,8;
3027092;"Władysławów (2)";54;26;28;48;25;23;6;0,8;
3028000;"Powiat wągrowiecki";878;443;424;778;361;410;100;1,4;
3028011;"Wągrowiec (1)";255;87;165;294;78;210;-39;-1,5;
3028022;"Damasławek (2)";50;20;29;55;24;31;-5;-1,0;
3028033;"Gołańcz (3)";74;33;40;106;58;48;-32;-4,1;
3028034;"Gołańcz - miasto (4)";24;11;13;57;26;31;-33;-10,3;
3028035;"Gołańcz - obszar wiejski (5)";50;22;27;49;32;17;1;0,2;
3028042;"Mieścisko (2)";39;21;18;48;32;16;-9;-1,6;
3028053;"Skoki (3)";193;107;83;124;56;67;69;6,8;
3028054;"Skoki - miasto (4)";88;38;47;54;18;35;34;7,2;
3028055;"Skoki - obszar wiejski (5)";105;69;36;70;38;32;35;6,5;
3028062;"Wapno (2)";40;16;24;34;19;15;6;2,2;
3028072;"Wągrowiec (2)";227;159;65;117;94;23;110;9,0;
3029000;"Powiat wolsztyński";454;223;217;572;235;316;-118;-2,1;
3029012;"Przemęt (2)";83;41;41;113;52;59;-30;-2,1;
3029022;"Siedlec (2)";73;30;40;115;63;50;-42;-3,4;
3029033;"Wolsztyn (3)";298;152;136;344;120;207;-46;-1,5;
3029034;"Wolsztyn - miasto (4)";90;20;65;197;42;140;-107;-8,9;
3029035;"Wolsztyn - obszar wiejski (5)";208;132;71;147;78;67;61;3,4;
3030000;"Powiat wrzesiński";1088;604;466;938;365;549;150;1,9;
3030012;"Kołaczkowo (2)";54;25;28;81;30;51;-27;-4,8;
3030023;"Miłosław (3)";73;22;50;92;38;52;-19;-1,9;
3030024;"Miłosław - miasto (4)";13;3;10;39;11;26;-26;-7,6;
3030025;"Miłosław - obszar wiejski (5)";60;19;40;53;27;26;7;1,1;
3030033;"Nekla (3)";151;94;55;97;48;41;54;6,9;
3030034;"Nekla - miasto (4)";52;36;15;57;28;22;-5;-1,3;
3030035;"Nekla - obszar wiejski (5)";99;58;40;40;20;19;59;14,6;
3030043;"Pyzdry (3)";79;34;43;94;47;46;-15;-2,3;
3030044;"Pyzdry - miasto (4)";34;15;19;46;26;19;-12;-4,1;
3030045;"Pyzdry - obszar wiejski (5)";45;19;24;48;21;27;-3;-0,8;
3030053;"Września (3)";731;429;290;574;202;359;157;3,3;
3030054;"Września - miasto (4)";365;143;213;405;95;301;-40;-1,3;
3030055;"Września - obszar wiejski (5)";366;286;77;169;107;58;197;11,9;
3031000;"Powiat złotowski";833;410;393;909;442;421;-76;-1,1;
3031011;"Złotów (1)";186;57;117;231;72;128;-45;-2,5;
3031023;"Jastrowie (3)";69;36;30;117;60;57;-48;-4,4;
3031024;"Jastrowie - miasto (4)";54;24;27;69;36;33;-15;-1,8;
3031025;"Jastrowie - obszar wiejski (5)";15;12;3;48;24;24;-33;-12,8;
3031033;"Krajenka (3)";125;69;52;125;64;51;0;0,0;
3031034;"Krajenka - miasto (4)";61;25;33;69;33;30;-8;-2,3;
3031035;"Krajenka - obszar wiejski (5)";64;44;19;56;31;21;8;2,1;
3031042;"Lipka (2)";65;27;35;62;31;29;3;0,6;
3031053;"Okonek (3)";108;45;60;131;74;57;-23;-2,9;
3031054;"Okonek - miasto (4)";50;13;35;69;33;36;-19;-5,2;
3031055;"Okonek - obszar wiejski (5)";58;32;25;62;41;21;-4;-0,9;
3031062;"Tarnówka (2)";53;29;23;44;27;15;9;3,0;
3031072;"Zakrzewo (2)";48;28;20;59;25;34;-11;-2,3;
3031082;"Złotów (2)";179;119;56;140;89;50;39;3,9;
3061000;"Powiat m. Kalisz";719;241;438;919;338;545;-200;-2,1;
3061011;"Kalisz (1)";719;241;438;919;338;545;-200;-2,1;
3062000;"Powiat m. Konin";480;156;307;1004;306;670;-524;-7,8;
3062011;"Konin (1)";480;156;307;1004;306;670;-524;-7,8;
3063000;"Powiat m. Leszno";485;220;250;833;243;547;-348;-5,8;
